Mode,Crash In Disadvantaged Community,MasterFile,CollisionDate,CollisionTime,CollisionDayWeekCode,RoadwayName_HouseBusinessNumber_,RoadwayName_RoadwayName_,RoadwayName_Direction_,RoadwayName_RoadwaySuffix_,RoadwayfromReport,CurrentRoadwayNumber,RSEUniqueGIS,RoadwayIdentifier,ParkingLotIndicator,Latitude,Longitude,MannerofCollisionCode,YR,KABCO,KTC_RT,KTC_MP,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Intersection,Roadway Departure,Median Cross-over,In City Limits?
Bicyclist,Non DAC,72227099,20180801,1413,3,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.75102,-85.8949,9,2018,O,047-US-0031W -000,21.127,0,0,0,1,0,1,0,0,0,0,0,0,0,Y
Bicyclist,DAC,72296127,20181220,1749,4,NULL,DIXIE,W,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.70044,-85.86719,9,2018,O,047-US-0031W -000,17.334,0,0,0,1,0,1,1,0,0,0,0,0,0,Y
Bicyclist,DAC,72381469,20190718,1716,4,NULL,MILES                                   ,N ,ST   ,KY0251  ,KY0251  ,047 KY-251     ,KY0251                                         ,N,37.70829,-85.85425,9,2019,C,047-KY-0251  -000,0.954,0,0,1,0,0,1,1,0,0,0,1,0,0,Y
Bicyclist,DAC,72437327,20191115,1441,5,NULL,MANTLE                                  ,N ,AVE  ,NULL,NULL,NULL,NULL,N,37.70473,-85.86234,9,2019,O,047-CS-1025  -000,0.388,0,0,0,0,0,1,0,0,0,0,1,0,0,Y
Bicyclist,DAC,72481251,20200221,1733,5,NULL,VILLAGE                                 ,NULL,DR   ,NULL,NULL,047 CS-1550    ,CS1550                                         ,N,37.70218,-85.86901,9,2020,B,047-CS-1550  -000,0.005,0,0,0,0,0,1,0,1,0,0,0,0,0,Y
Bicyclist,DAC,72663343,20210824,1610,2,NULL,WOODLAND                                ,NULL,DR   ,NULL,NULL,047 CS-1193    ,CS1193                                         ,N,37.71166,-85.879,9,2021,O,047-CS-1193  -000,1.17,0,0,0,0,0,1,1,0,0,0,0,0,0,Y
Bicyclist,DAC,72732563,20220216,842,3,NULL,FRENCH                                  ,NULL,ST   ,NULL,NULL,047 CS-1390    ,CS1390                                         ,N,37.70458,-85.84678,9,2022,A,047-CS-1390  -000,0.634,0,0,0,0,0,1,1,0,0,0,1,0,0,Y
Bicyclist,DAC,72788305,20220711,1317,1,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72872,-85.88279,9,2022,O,047-KY-3005  -000,6.623,0,0,0,0,0,1,0,0,0,0,0,0,0,Y
Bicyclist,DAC,72802360,20220907,1003,3,NULL,NEW GLENDALE                            ,NULL,RD   ,KY1136  ,KY1136  ,047 KY-1136    ,KY1136                                         ,N,37.68329,-85.85038,9,2022,A,047-KY-1136  -000,10.652,0,0,0,0,0,1,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72135183,20180101,1925,1,NULL,MULBERRY,S,ST,US0062,US0062,047 US-62,US0062,N,37.68707,-85.86939,9,2018,O,047-US-0062  -000,17.236,0,0,1,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72135949,20180103,1140,3,NULL,MILES,S,ST,NULL,NULL,047 CS-1126,CS1126,N,37.69498,-85.86388,5,2018,O,047-CS-1126  -000,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72135950,20180103,1219,3,NULL,MANTLE,N,AVE,NULL,NULL,047 CS-1025,CS1025,N,37.70384,-85.86356,9,2018,O,047-CS-1025  -000,0.301,0,0,0,1,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72136162,20180103,2003,3,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.72808,-85.88435,8,2018,O,047-KY-3005  -000,6.528,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72136458,20180104,1507,4,NULL,DIXIE,W,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.69856,-85.86532,1,2018,O,047-US-0031W -000,17.16,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72136870,20180105,1445,5,NULL,MULBERRY,N,ST,US0062,US0062,047 US-62,US0062,N,37.71245,-85.83186,8,2018,O,047-US-0062  -000,19.977,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72136959,20180101,1925,1,NULL,MULBERRY,S,ST,US0062,US0062,047 US-62-10,US0062,N,37.68649,-85.87018,9,2018,O,047-US-0062  -000,17.178,0,0,0,1,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72137024,20180105,1419,5,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.74114,-85.89034,5,2018,C,047-US-0031W -000,20.421,0,0,1,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72137094,20180106,1135,6,NULL,COLLEGE,NULL,ST,NULL,NULL,047 CS-1730,CS1730,N,37.69307,-85.86513,1,2018,O,047-CS-1730  -000,0.38,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72137181,20180106,1912,6,NULL,EVERGREEN,NULL,TRL,NULL,NULL,047 CS-1676,CS1676,N,37.73361,-85.8554,5,2018,O,047-CS-1676  -000,0.005,0,0,1,1,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72137224,20180106,830,6,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.75008,-85.89444,5,2018,O,047-US-0031W -000,21.094,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72137838,20180108,958,1,NULL,PATRIOT,NULL,PKWY,KY0361,KY0361,047 KY-361-10,KY0361,N,37.7176,-85.904,5,2018,O,047-KY-0361  -000,1.864,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72137862,20180108,952,1,NULL,NICHOLAS,NULL,ST,NULL,NULL,047 CS-1389,CS1389,N,37.68916,-85.86029,9,2018,C,047-CS-1389  -000,0.319,0,0,0,0,0,0,0,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72138123,20180108,1856,1,NULL,DIXIE,N,AVE,US0031W,US0031W,NULL,NULL,N,37.73931,-85.88944,8,2018,O,047-US-0031W -000,20.302,0,0,0,1,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72138149,20180108,1847,1,1336,AMANDA JO,NULL,DR,NULL,NULL,047 CS-1195,CS1195,N,37.72134,-85.89285,9,2018,O,047-CS-1195  -000,0.252,0,0,0,1,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72138154,20180108,2006,1,NULL,VETERANS,NULL,WAY,NULL,NULL,047 CS-1683,CS1683,N,37.72599,-85.89193,5,2018,C,047-CS-1683  -000,0.053,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72138155,20180108,516,1,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.72339,-85.88184,1,2018,O,047-US-0031W -000,19.118,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72138396,20180109,706,2,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.67163,-85.91198,4,2018,O,047-KY-3005  -000,1.913,0,0,0,0,0,0,1,0,0,0,1,0,0,N
Motor Vehicle,DAC,72138488,20180109,958,2,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.70862,-85.87387,1,2018,O,047-US-0031W -000,18.015,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72138492,20180105,1557,5,NULL,WOODLAND,NULL,DR,NULL,NULL,047 CS-1193,CS1193,N,37.72187,-85.88373,5,2018,O,047-CS-1193  -000,0.411,0,0,1,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72138760,20180108,1616,1,NULL,31W,NULL,BYP,US0031WB,US0031WB,047 US-31WB-10,US0031WB,N,37.7011,-85.88258,5,2018,O,047-US-0031WB-000,2.239,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72139140,20180106,1120,6,NULL,BELLWOOD,NULL,DR,NULL,NULL,047 CS-1062,BELLWOOD DR,N,37.70948,-85.86902,1,2018,O,047-CS-1062  -000,0.344,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72139351,20180106,1825,6,NULL,LEITCHFIELD,NULL,RD,US0062,US0062,047 US-62,US0062,N,37.67171,-85.91193,1,2018,O,047-US-0062  -000,14.576,0,0,0,1,0,0,1,0,0,0,1,0,0,N
Motor Vehicle,DAC,72139367,20180106,1941,6,NULL,MANTLE,N,AVE,NULL,NULL,047 CS-1025,CS1025,N,37.70091,-85.86761,4,2018,O,047-CS-1025  -000,0.002,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72139675,20180110,930,3,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.7283,-85.88399,5,2018,O,047-KY-3005  -000,6.55,0,1,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72139899,20180111,1856,4,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.72824,-85.88396,5,2018,O,047-US-0031W -000,19.474,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72139900,20180111,1719,4,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.71879,-85.87924,5,2018,B,047-US-0031W -000,18.779,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72139982,20180112,1432,5,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.72729,-85.88349,1,2018,O,047-US-0031W -000,19.404,0,0,1,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72140108,20180111,1108,4,NULL,WOODLAND,NULL,DR,NULL,NULL,047 CS-1193,CS1193,N,37.71203,-85.87924,1,2018,O,047-CS-1193  -000,1.141,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72140141,20180111,1421,4,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.70883,-85.87401,4,2018,O,047-US-0031W -000,18.032,0,0,1,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72140176,20180111,1825,4,NULL,PATRIOT,NULL,PKWY,KY0361,KY0361,047 KY-361-10,KY0361,N,37.72183,-85.90991,5,2018,B,047-KY-0361  -000,2.3,0,0,1,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72140238,20180101,1549,1,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.70425,-85.87125,4,2018,O,047-US-0031W -000,17.679,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72140255,20180109,1917,2,NULL,ST JOHN,NULL,RD,KY1357,KY1357,NULL,NULL,N,37.70277,-85.87578,5,2018,O,047-KY-1357  -000,16.705,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72140257,20180112,1345,5,NULL,MULBERRY,N,ST,US0062,US0062,047 US-62,US0062,N,37.71143,-85.83407,5,2018,O,047-US-0062  -000,19.826,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72140721,20180113,1950,6,NULL,MULBERRY,N,ST,US0062,US0062,047 US-62-10,US0062,N,37.71262,-85.83187,5,2018,O,047-US-0062  -000,19.971,0,0,1,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72141457,20180115,1513,1,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.7277,-85.8837,5,2018,O,047-US-0031W -000,19.383,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72142353,20180117,1444,3,NULL,BEECH,NULL,ST,NULL,NULL,047 CS-1030,CS1030,N,37.70021,-85.85499,2,2018,O,047-CS-1030  -000,0.137,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72142868,20180118,1318,4,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.74609,-85.89286,5,2018,O,047-US-0031W -000,20.797,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72143092,20180118,1717,4,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005-10,KY3005,N,37.72691,-85.8889,4,2018,B,047-KY-3005  -000,6.28,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72143601,20180118,1630,4,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.7283,-85.88398,8,2018,O,047-KY-3005  -000,6.551,0,0,0,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72143664,20180115,1647,1,NULL,DIECKS,NULL,DR,NULL,NULL,047 CS-1061,CS1061,N,37.70856,-85.86646,9,2018,O,047-CS-1061  -000,0.427,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72143840,20180108,1436,1,NULL,MULBERRY,N,ST,US0062,US0062,047 US-62-10,US0062,N,37.70935,-85.83847,5,2018,O,047-US-0062  -000,19.548,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72143843,20180114,1345,0,532,BELLWOOD,NULL,DR,NULL,NULL,NULL,BELLWOOD DR,N,37.70621,-85.86707,1,2018,O,047-CS-1062  -000,0.062,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72143844,20180119,1259,5,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.73536,-85.88774,5,2018,O,047-US-0031W -000,20.06,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72144493,20180122,948,1,NULL,NEW GLENDALE,NULL,RD,KY1136,KY1136,047 KY-1136,KY1136,N,37.67294,-85.86091,5,2018,O,047-KY-1136  -000,9.702,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72144580,20180122,1411,1,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.73219,-85.84483,5,2018,O,047-KY-3005  -000,8.802,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72144586,20180122,1420,1,NULL,TOWNE,NULL,DR,NULL,NULL,047 CS-1448,CS1448,N,37.73349,-85.8886,1,2018,O,047-CS-1448  -000,0.104,0,0,0,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72144738,20180122,1522,1,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.74021,-85.88995,5,2018,O,047-US-0031W -000,20.362,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72145078,20180120,2002,6,NULL,PEAR ORCHARD,NULL,RD,NULL,NULL,047 CS-1327,CS1327,N,37.72405,-85.85928,9,2018,O,047-CS-1327  -000,0.945,0,0,1,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72145148,20180123,1550,2,NULL,HODGENVILLE,NULL,RD,KY0210,KY0210,047 KY-210,KY0210,N,37.66868,-85.83993,5,2018,O,047-KY-0210  -000,0.472,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72145315,20180123,1120,2,NULL,31W,NULL,BYP,US0031WB,US0031WB,047 US-31WB,US0031WB,N,37.69264,-85.87275,8,2018,O,047-US-0031WB-000,1.437,0,0,1,0,0,0,0,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72145317,20180123,1433,2,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.7323,-85.84579,5,2018,O,047-KY-3005  -000,8.749,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72145435,20180124,1151,3,NULL,DIXIE,W,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.69387,-85.85945,5,2018,O,047-US-0031W -000,16.701,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72145441,20180124,1249,3,NULL,31W,NULL,BYP,US0031WB,US0031WB,047 US-31WB-10,US0031WB,N,37.68449,-85.86279,5,2018,O,047-US-0031WB-000,0.623,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72145473,20180118,1520,4,NULL,DIXIE,W,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.69566,-85.86258,5,2018,O,047-US-0031W -000,16.922,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72145484,20180123,1919,2,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.74628,-85.89298,5,2018,O,047-US-0031W -000,20.814,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72145570,20180108,945,1,NULL,PEAR ORCHARD,NW,RD,NULL,NULL,047 CS-1297,PEAR ORCHARD RD NW,N,37.74635,-85.88695,5,2018,O,047-CS-1297  -000,0.62,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72145571,20180108,2258,1,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-0031W,US0031W,N,37.72994,-85.88482,1,2018,O,047-US-0031W -000,19.604,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72145572,20180110,715,3,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.69577,-85.91051,1,2018,O,047-KY-3005  -000,3.656,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72145573,20180111,655,4,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.73219,-85.8444,1,2018,O,047-KY-3005  -000,8.827,0,0,1,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72145574,20180111,1157,4,NULL,US31W BYP,NULL,NULL,US0031WB,US0031WB,047 US-0031WB,US0031WB,N,37.69063,-85.86974,8,2018,O,047-US-0031WB-000,1.221,0,0,0,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72145575,20180116,700,2,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.67207,-85.91211,7,2018,O,047-KY-3005  -000,1.944,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72145580,20180123,1438,2,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.70947,-85.83869,5,2018,O,047-KY-3005  -000,10.555,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72145755,20180119,1833,5,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.73742,-85.8885,5,2018,C,047-US-0031W -000,20.19,0,0,1,1,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72145882,20180123,1529,2,NULL,CHILDERS,NULL,CT,NULL,NULL,047 CS-1083-30,CS1083,N,37.73798,-85.88906,5,2018,O,047-CS-1083  -030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72145950,20180125,2253,4,2527,CHATSWORTH,NULL,DR,NULL,NULL,047 CS-1536,CS1536,N,37.76073,-85.88031,9,2018,C,047-CS-1536  -000,0.308,0,0,0,0,0,0,0,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72145984,20180119,727,5,NULL,MILES,N,ST,KY0251,KY0251,047 KY-0251,KY0251,N,37.69658,-85.86242,9,2018,O,047-KY-0251  -000,0.052,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72145985,20180123,1201,2,NULL,VETERANS,NULL,WAY,NULL,NULL,047 CS-1683,VETERANS WAY,N,37.73057,-85.89415,5,2018,O,047-CS-1683  -000,0.389,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72145986,20180123,1234,2,NULL,MULBERRY,N,ST,US0062,US0062,047 US-0062,US0062,N,37.69564,-85.85782,1,2018,O,047-US-0062  -000,18.115,0,0,0,1,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72145988,20180124,744,3,NULL,31W BYP,NULL,NULL,US0031WB,US0031WB,047 US-0031WB-2,US0031WB,N,37.69992,-85.88199,5,2018,O,047-US-0031WB-023,0.024,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72145989,20180124,1444,3,NULL,WALMART,NULL,LN,NULL,NULL,047 PR-1004,WALMART LN,N,37.732,-85.88421,5,2018,O,047-PR-1004  -000,0.258,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72146216,20180125,1252,4,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-0031W-10,US0031W,N,37.73251,-85.88635,5,2018,C,047-US-0031W -000,19.805,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72146220,20180126,1348,5,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.72929,-85.88086,1,2018,O,047-KY-3005  -000,6.736,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72146340,20180126,1733,5,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.73168,-85.87268,5,2018,O,047-KY-3005  -000,7.22,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72146341,20180125,1826,4,NULL,TOWNE CTR ENTRANCE,NULL,NULL,NULL,NULL,047 PR-1011,PR1011,N,37.73116,-85.88573,5,2018,O,047-PR-1011  -000,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72146413,20180126,2355,5,NULL,MULBERRY,N,ST,US0062,US0062,047 US-62,US0062,N,37.71324,-85.83026,1,2018,C,047-US-0062  -000,20.062,0,0,1,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72146420,20180126,913,5,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.7283,-85.884,5,2018,O,047-US-0031W -000,19.478,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72146432,20180127,1303,6,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.73974,-85.88992,8,2018,O,047-US-0031W -000,20.339,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72146511,20180127,1409,6,NULL,MULBERRY,N,ST,US0062,US0062,047 US-62,US0062,N,37.7014,-85.85204,5,2018,O,047-US-0062  -000,18.614,0,0,0,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72146697,20180127,1425,6,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.71735,-85.87884,1,2018,O,047-US-0031W -000,18.682,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72146881,20180128,1739,0,NULL,DIECKS,NULL,DR,NULL,NULL,047 CS-1061,CS1061,N,37.70923,-85.87056,1,2018,C,047-CS-1061  -000,0.197,0,0,0,1,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72146924,20180128,2024,0,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.70883,-85.87401,1,2018,B,047-US-0031W -000,18.032,0,0,1,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72147357,20180129,1519,1,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.7283,-85.88397,5,2018,O,047-KY-3005  -000,6.551,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72147358,20180129,1632,1,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.73124,-85.88547,1,2018,O,047-US-0031W -000,19.705,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72147438,20180130,643,2,NULL,ST JOHN,NULL,RD,KY1357,KY1357,047 KY-1357,KY1357,N,37.69521,-85.89485,1,2018,O,047-KY-1357  -000,15.526,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72147610,20180130,835,2,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.72795,-85.88389,5,2018,O,047-US-0031W -000,19.454,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72147684,20180130,1340,2,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.72588,-85.8831,1,2018,O,047-US-0031W -000,19.307,0,0,0,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72147690,20180130,1415,2,NULL,US31W BYP S TURN LANE,NULL,NULL,US0031WB,US0031WB,047 US-31WB-23,US0031WB,N,37.69996,-85.8821,5,2018,O,047-US-0031WB-023,0.019,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72147901,20180130,735,2,NULL,RING,NULL,RD,KY3005,KY3005,047 KY-3005,KY3005,N,37.6883,-85.91429,8,2018,O,047-KY-3005  -000,3.104,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72148239,20180131,1008,3,NULL,MAIN,N,ST,NULL,NULL,047 CS-1320,CS1320,N,37.70789,-85.84071,9,2018,O,047-CS-1320  -000,1.403,0,0,0,0,0,0,0,0,1,0,0,1,0,Y
Motor Vehicle,DAC,72148351,20180201,1245,4,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W-10,US0031W,N,37.7058,-85.87224,5,2018,O,047-US-0031W -000,17.777,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72148506,20180111,1722,4,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-31W,US0031W,N,37.71883,-85.87934,5,2018,C,047-US-0031W -000,18.783,0,0,1,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72148778,20180202,1231,5,554,WESTPORT,NULL,RD,NULL,NULL,047 CS-1573,CS1573,N,37.69712,-85.87747,3,2018,O,047-CS-1573  -000,0.244,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72148990,20180131,1835,3,NULL,31W,NULL,BYP,US0031WB,US0031WB,047 US-31WB-10,US0031WB,N,37.70026,-85.88203,5,2018,O,047-US-0031WB-000,2.159,0,0,0,0,0,0,0,0,1,1,1,0,0,Y
Motor Vehicle,DAC,72149078,20180106,1005,6,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-0031W,US0031W,N,37.73636,-85.888,1,2018,O,047-US-0031W -000,20.139,0,0,0,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72149079,20180131,651,3,NULL,DIXIE,N,AVE,US0031W,US0031W,047 US-0031W-10,US0031W,N,37.74466,-85.89222,9,2018,O,047-US-0031W -000,20.694,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
