Mode,Crash In Disadvantaged Community,MasterFile,CollisionDate,CollisionTime,CollisionDayWeekCode,RoadwayName_HouseBusinessNumber_,RoadwayName_RoadwayName_,RoadwayName_Direction_,RoadwayName_RoadwaySuffix_,RoadwayfromReport,CurrentRoadwayNumber,RSEUniqueGIS,RoadwayIdentifier,ParkingLotIndicator,Latitude,Longitude,MannerofCollisionCode,YR,KABCO,KTC_RT,KTC_MP,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Intersection,Roadway Departure,Median Cross-over,In City Limits?
Motor Vehicle,DAC,72602805,20210312,1510,5,NULL,MAIN                                    ,N ,ST   ,NULL,NULL,047 CS-1320    ,CS1320                                         ,N,37.69576,-85.8555,5,2021,C,047-CS-1320  -000,0.217,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72603062,20210307,18,0,NULL,DIXIE                                   ,W ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.69966,-85.86639,5,2021,O,047-US-0031W -000,17.266,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72603396,20210315,1010,1,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.717,-85.90366,5,2021,O,047-KY-3005  -000,5.214,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72603464,20210314,1542,0,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62      ,US0062                                         ,N,37.7033,-85.84879,5,2021,O,047-US-0062  -000,18.83,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72603465,20210315,555,1,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683    ,CS1683                                         ,N,37.74036,-85.89184,1,2021,C,047-CS-1683  -000,1.196,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72603507,20210315,1645,1,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62-10   ,US0062                                         ,N,37.70465,-85.84667,8,2021,O,047-US-0062  -000,19.006,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72603962,20210313,2029,6,NULL,PATRIOT                                 ,NULL,PKWY ,KY0361  ,KY0361  ,NULL,NULL,N,37.7173,-85.90332,4,2021,C,047-KY-0361  -000,1.823,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72604058,20210316,1450,2,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.74585,-85.89276,5,2021,O,047-US-0031W -000,20.766,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72604072,20210317,724,3,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.71726,-85.90342,1,2021,O,047-KY-3005  -000,5.253,0,0,0,1,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72604086,20210316,1303,2,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,NULL,NULL,N,37.72799,-85.88386,8,2021,O,047-US-0031W -000,19.456,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72604099,20210317,400,3,102,DEERCHASE                               ,NULL,CT   ,NULL,NULL,NULL,NULL,N,37.70574,-85.89335,9,2021,O,047-CS-1624  -000,0.041,0,0,1,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72604121,20210312,1326,5,1501,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.72553,-85.88259,1,2021,O,047-US-0031W -000,19.275,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72604122,20210312,1503,5,NULL,PATRIOT                                 ,NULL,PKWY ,KY0361  ,KY0361  ,047 KY-361     ,KY0361                                         ,N,37.72191,-85.90982,1,2021,O,047-KY-0361  -000,2.301,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72604135,20210317,1419,3,NULL,DIECKS                                  ,NULL,DR   ,NULL,NULL,NULL,NULL,N,37.70903,-85.86914,1,2021,O,047-CS-1061  -000,0.274,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72604185,20210316,1536,2,2110,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.74196,-85.891,5,2021,O,047-US-0031W -000,20.494,0,0,0,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72604186,20210317,1541,3,NULL,COLLEGE ST RD                           ,NULL,NULL,NULL,NULL,047 CS-1124    ,CS1124                                         ,N,37.68987,-85.88166,5,2021,O,047-CS-1124  -000,0.84,0,0,0,1,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72604363,20210312,1442,5,NULL,CENTRAL                                 ,NULL,AVE  ,NULL,NULL,047 CS-1072    ,CS1072                                         ,N,37.69278,-85.85591,9,2021,O,047-CS-1072  -000,0.046,0,1,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72604675,20210317,1936,3,NULL,WALMART                                 ,NULL,LN   ,NULL,NULL,047 PR-1004    ,PR1004                                         ,N,37.73168,-85.88409,1,2021,O,047-PR-1004  -000,0.234,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72604728,20210318,1521,4,NULL,TOWNE                                   ,NULL,CTR  ,NULL,NULL,047 PR-1010    ,PR1010                                         ,N,37.73254,-85.88727,8,2021,O,047-PR-1010  -000,0.35,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72604871,20210319,1102,5,NULL,YORKSHIRE                               ,NULL,DR   ,NULL,NULL,047 CS-1600    ,CS1600                                         ,N,37.72079,-85.84229,7,2021,O,047-CS-1600  -000,0.274,0,0,1,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72605027,20210319,1800,5,NULL,MILES                                   ,N ,ST   ,KY0251  ,KY0251  ,047 KY-251     ,KY0251                                         ,N,37.69708,-85.86193,1,2021,O,047-KY-0251  -000,0.091,0,0,1,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72605082,20210319,2014,5,NULL,COMMERCE                                ,NULL,DR   ,NULL,NULL,NULL,NULL,N,37.71098,-85.83345,1,2021,O,047-CS-1108  -000,0.042,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72605376,20210321,902,0,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73381,-85.86196,1,2021,B,047-KY-3005  -000,7.835,0,0,0,0,0,0,1,1,0,1,1,0,0,Y
Motor Vehicle,Non DAC,72606000,20210322,1524,1,NULL,PATRIOT                                 ,NULL,PKWY ,KY0361  ,KY0361  ,047 KY-361-10  ,KY0361                                         ,N,37.71727,-85.90335,4,2021,O,047-KY-0361  -000,1.822,0,0,1,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72606066,20210322,654,1,NULL,BLACK BRANCH                            ,N ,RD   ,NULL,NULL,047 CS-1551    ,CS1551                                         ,N,37.67626,-85.91978,1,2021,O,047-CS-1551  -000,1.038,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72606308,20210323,1549,2,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683    ,CS1683                                         ,N,37.74047,-85.8918,8,2021,O,047-CS-1683  -000,1.202,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72606448,20210323,1055,2,NULL,ORIOLE                                  ,NULL,DR   ,NULL,NULL,047 CS-1397    ,CS1397                                         ,N,37.73966,-85.88161,9,2021,O,047-CS-1397  -000,0.533,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72606762,20210324,1516,3,4021,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.74425,-85.89202,5,2021,O,047-US-0031W -000,20.662,0,0,0,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72606826,20210314,1516,0,NULL,TOWNE                                   ,NULL,DR   ,NULL,NULL,047 CS-1448    ,CS1448                                         ,N,37.73338,-85.88878,1,2021,O,047-CS-1448  -000,0.084,0,0,1,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72606828,20210318,1703,4,205,PEAR ORCHARD                            ,NULL,RD   ,NULL,NULL,047 CS-1327    ,CS1327                                         ,N,37.71406,-85.85414,9,2021,O,047-CS-1327  -000,0.189,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72606829,20210320,1522,6,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683    ,CS1683                                         ,N,37.73048,-85.89416,5,2021,O,047-CS-1683  -000,0.388,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72606830,20210325,1729,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.70891,-85.87403,5,2021,O,047-US-0031W -000,18.026,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72606883,20210324,1651,3,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.73939,-85.88977,5,2021,O,047-US-0031W -000,20.316,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72606884,20210324,1830,3,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.72831,-85.88431,5,2021,O,047-US-0031W -000,19.468,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72606929,20210326,744,5,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.72892,-85.88465,5,2021,O,047-US-0031W -000,19.538,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72606945,20210319,1046,5,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.72827,-85.88423,4,2021,O,047-US-0031W -000,19.487,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72607087,20210326,743,5,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.68465,-85.91573,1,2021,O,047-KY-3005  -000,2.844,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72607088,20210326,1116,5,NULL,DIXIE                                   ,W ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.69574,-85.86266,4,2021,O,047-US-0031W -000,16.927,0,0,0,1,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72607106,20210326,1539,5,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.72713,-85.88813,5,2021,O,047-KY-3005  -000,6.323,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72607266,20210325,1030,4,NULL,HELM                                    ,NULL,ST   ,NULL,NULL,047 CS-1127    ,CS1127                                         ,N,37.69363,-85.86182,8,2021,O,047-CS-1127  -000,0.241,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72607267,20210326,802,5,NULL,TOWNE                                   ,NULL,CTR  ,NULL,NULL,047 PR-1010    ,PR1010                                         ,N,37.7318,-85.88686,8,2021,O,047-PR-1010  -000,0.291,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72607342,20210327,1155,6,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62      ,US0062                                         ,N,37.71215,-85.83246,5,2021,O,047-US-0062  -000,19.934,0,0,0,0,0,0,1,0,0,1,0,0,0,Y
Motor Vehicle,DAC,72607366,20210325,1519,4,NULL,MULBERRY                                ,S ,ST   ,US0062  ,US0062  ,047 US-62      ,US0062                                         ,N,37.69157,-85.86173,5,2021,B,047-US-0062  -000,17.757,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72607385,20210327,1146,6,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72824,-85.88398,5,2021,O,047-KY-3005  -000,6.547,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72607386,20210327,1332,6,NULL,TURNBERRY                               ,NULL,WAY  ,NULL,NULL,047 CS-1618    ,CS1618                                         ,N,37.75316,-85.88553,1,2021,O,047-CS-1618  -000,0.021,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72607388,20210327,1329,6,NULL,US31W BYP S TURN LANE FROM  COLLEGE ST E,NULL,NULL,US0031WB,US0031WB,047 US-31WB-28 ,US0031WB                                       ,N,37.69179,-85.87184,5,2021,O,047-US-0031WB-028,0.026,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72607724,20210327,1603,6,NULL,HODGENVILLE                             ,NULL,RD   ,KY0210  ,KY0210  ,047 KY-210     ,KY0210                                         ,N,37.66846,-85.83973,1,2021,O,047-KY-0210  -000,0.489,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72607850,20210328,2136,0,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.7507,-85.89473,8,2021,O,047-US-0031W -000,21.141,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72607857,20210328,1617,0,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.73474,-85.88745,5,2021,O,047-US-0031W -000,19.995,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72608145,20210317,1731,3,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.72798,-85.88383,5,2021,O,047-US-0031W -000,19.455,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72608146,20210317,1942,3,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73382,-85.86197,1,2021,O,047-KY-3005  -000,7.834,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72608194,20210329,1558,1,NULL,PROVIDENT                               ,N ,WAY  ,NULL,NULL,047 CS-1042-30 ,CS1042                                         ,N,37.71546,-85.89972,5,2021,O,047-CS-1042  -030,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72608252,20210325,1153,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.72829,-85.88404,1,2021,B,047-US-0031W -000,19.476,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72608257,20210329,1708,1,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.71304,-85.87646,8,2021,O,047-US-0031W -000,18.354,0,0,0,1,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72608421,20210330,1433,2,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB-10 ,US0031WB                                       ,N,37.69201,-85.87209,5,2021,O,047-US-0031WB-000,1.369,0,0,1,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72608568,20210329,1542,1,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,NULL,NULL,N,37.69971,-85.88146,5,2021,O,047-US-0031WB-000,2.131,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72608569,20210329,1606,1,NULL,DIXIE                                   ,E ,AVE  ,US0031W ,US0031W ,NULL,NULL,N,37.68331,-85.85034,1,2021,C,047-US-0031W -000,15.769,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72608623,20210325,1223,4,1000,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62-10   ,US0062                                         ,N,37.71193,-85.83326,8,2021,O,047-US-0062  -000,19.881,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72608635,20210326,1230,5,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,NULL,NULL,N,37.72789,-85.88537,5,2021,O,047-KY-3005  -000,6.481,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72608951,20210322,1956,1,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683    ,CS1683                                         ,N,37.74062,-85.89149,1,2021,O,047-CS-1683  -000,1.221,0,0,1,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72609048,20210330,1139,2,NULL,LAYMAN                                  ,NULL,LN   ,NULL,NULL,047 CS-1180    ,CS1180                                         ,N,37.71274,-85.87658,5,2021,O,047-CS-1180  -000,0.015,0,0,0,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72609163,20210330,1412,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72198,-85.89819,1,2021,O,047-KY-3005  -000,5.668,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72609164,20210330,1854,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72234,-85.89749,5,2021,O,047-KY-3005  -000,5.713,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72609221,20210401,1553,4,NULL,DIXIE                                   ,E ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.6834,-85.85036,7,2021,O,047-US-0031W -000,15.763,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72609224,20210330,1658,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73182,-85.87199,5,2021,B,047-KY-3005  -000,7.259,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72609331,20210330,1541,2,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB-10 ,US0031WB                                       ,N,37.69202,-85.87208,1,2021,C,047-US-0031WB-000,1.368,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72609332,20210330,1919,2,NULL,DIXIE                                   ,E ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.67389,-85.84578,8,2021,O,047-US-0031W -000,15.075,0,0,0,0,0,0,1,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72609358,20210327,1121,6,NULL,MILES                                   ,N ,ST   ,KY0251  ,KY0251  ,047 KY-251     ,KY0251                                         ,N,37.69707,-85.86192,1,2021,O,047-KY-0251  -000,0.092,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72609359,20210327,1336,6,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.74726,-85.89342,5,2021,B,047-US-0031W -000,20.887,0,0,1,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72609360,20210328,1146,0,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.72004,-85.8799,1,2021,O,047-US-0031W -000,18.875,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72609418,20210402,1026,5,NULL,ST JOHN                                 ,NULL,RD   ,KY1357  ,KY1357  ,047 KY-1357-10 ,KY1357                                         ,N,37.69994,-85.88263,2,2021,O,047-KY-1357  -000,16.279,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72609459,20210402,746,5,NULL,DIXIE                                   ,W ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.70089,-85.86761,4,2021,O,047-US-0031W -000,17.374,0,0,1,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72609497,20210402,1349,5,NULL,WALMART                                 ,NULL,LN   ,NULL,NULL,047 PR-1004    ,PR1004                                         ,N,37.72945,-85.88212,2,2021,O,047-PR-1004  -000,0.034,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72609527,20210402,1010,5,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.70424,-85.8712,1,2021,O,047-US-0031W -000,17.677,0,0,0,1,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72609528,20210402,1202,5,NULL,ROBINBROOKE                             ,NULL,BLVD ,NULL,NULL,047 CS-1411    ,CS1411                                         ,N,37.7339,-85.89623,5,2021,O,047-CS-1411  -000,1.186,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72609600,20210401,1307,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73124,-85.88547,8,2021,O,047-US-0031W -000,19.704,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72609780,20210403,1237,6,NULL,WALMART                                 ,NULL,DR   ,NULL,NULL,047 CS-1558    ,CS1558                                         ,N,37.73144,-85.88477,1,2021,O,047-CS-1558  -000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72609935,20210401,1533,4,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB-10 ,US0031WB                                       ,N,37.70344,-85.88406,5,2021,O,047-US-0031WB-000,2.418,0,0,0,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72609936,20210403,1658,6,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.74173,-85.89087,5,2021,O,047-US-0031W -000,20.477,0,0,1,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72610020,20210404,845,0,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73124,-85.8855,1,2021,O,047-US-0031W -000,19.706,0,0,0,1,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72610078,20210403,1408,6,NULL,MILES                                   ,N ,ST   ,KY0251  ,KY0251  ,047 KY-251     ,KY0251                                         ,N,37.69705,-85.86192,1,2021,O,047-KY-0251  -000,0.091,0,0,0,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72610297,20210404,1435,0,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.69862,-85.90923,5,2021,O,047-KY-3005  -000,3.868,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72610628,20210406,833,2,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62      ,US0062                                         ,N,37.69393,-85.85939,2,2021,O,047-US-0062  -000,17.97,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72610674,20210406,620,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.71738,-85.90343,1,2021,O,047-KY-3005  -000,5.255,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72610715,20210331,1143,3,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.74209,-85.89106,5,2021,O,047-US-0031W -000,20.504,0,0,0,1,0,0,1,0,1,0,0,0,0,Y
Motor Vehicle,Non DAC,72610906,20210406,1616,2,NULL,MULBERRY                                ,N ,ST   ,I 0065  ,I 0065  ,NULL,NULL,N,37.71442,-85.82777,5,2021,O,047-I -0065  -511,0.299,0,0,1,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72610939,20210401,2043,4,NULL,MILES                                   ,N ,ST   ,KY0251  ,KY0251  ,047 KY-251     ,KY0251                                         ,N,37.70012,-85.85916,5,2021,O,047-KY-0251  -000,0.351,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72611119,20210407,1328,3,NULL,DIXIE                                   ,S ,HWY  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.66977,-85.84649,5,2021,O,047-US-0031W -000,14.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72611347,20210317,1629,3,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.72519,-85.89185,8,2021,O,047-KY-3005  -000,6.079,0,0,1,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72611348,20210326,2300,5,NULL,NIGHTINGALE                             ,NULL,DR   ,NULL,NULL,047 CS-1275    ,CS1275                                         ,N,37.73297,-85.8784,7,2021,O,047-CS-1275  -000,0.145,0,0,0,0,0,0,0,0,1,0,0,0,0,Y
Motor Vehicle,DAC,72611349,20210328,1951,0,NULL,WK9001 E                                ,NULL,NULL,WK9001  ,WK9001  ,047 WK-9001    ,WK9001                                         ,N,37.6699,-85.84645,1,2021,O,047-WK-9001  -000,136.794,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72611401,20210406,1012,2,537,VILLAGE                                 ,NULL,DR   ,NULL,NULL,047 CS-1550    ,CS1550                                         ,N,37.7109,-85.86459,8,2021,O,047-CS-1550  -000,0.657,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72611404,20210407,1250,3,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.70875,-85.87423,1,2021,O,047-US-0031W -000,18.033,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72611710,20210407,1804,3,NULL,BLOSSOM                                 ,NULL,LN   ,NULL,NULL,047 CS-1602    ,CS1602                                         ,N,37.67791,-85.87192,1,2021,O,047-CS-1602  -000,0.079,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72611734,20210406,2118,2,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.75076,-85.89476,5,2021,O,047-US-0031W -000,21.141,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72611920,20210409,1420,5,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.71121,-85.83982,1,2021,O,047-KY-3005  -000,10.423,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
